ID,Dag,Maand,Jaar,Tijd,Plaats,Buurt,Straat,Poging,Opgelost
2012217593-1,16,1,2012,17,SPIJKENISSE,4-STERRENKWARTIER-ZUID,SATURNUSSTRAAT,N,J
2012219355-1,16,1,2012,21,ROTTERDAM,1-KRALINGEN WEST,HOGE BOEZEM,N,J
2012219510-1,16,1,2012,18,ROTTERDAM,9-HET LAGE LAND,SPRINGERSTRAAT,N,N
2012224961-1,16,1,2012,16,ROTTERDAM,4-RUBROEK,GOUDSESINGEL,N,N
2012218876-1,16,1,2012,18,ROTTERDAM,2-COOL,SCHOUWBURGPLEIN,N,N
2012218002-1,17,1,2012,8,ROTTERDAM,9-GROOT IJSSELMONDE,DADELTUIN,N,J
2012218551-1,17,1,2012,12,ROTTERDAM,2-CARNISSE,UTENHAGESTRAAT,J,N
2012218801-1,17,1,2012,14,ROTTERDAM,0-SCHIEBROEK,DONKERSINGEL,N,N
2012218894-1,17,1,2012,17,ROTTERDAM,0-VREEWIJK,GROENEZOOM,N,N
2012219250-1,17,1,2012,7,ROTTERDAM,4-NIEUWE WESTEN,VIERAMBACHTSSTRAAT,N,N
2012219784-1,17,1,2012,12,ROTTERDAM,9-GROOT IJSSELMONDE,KONINGINNEWEG,N,N
2012220669-1,17,1,2012,12,ROTTERDAM,1-BOSPOLDER,HUDSONSTRAAT,N,N
2012224403-1,17,1,2012,18,ROTTERDAM,5-OUDE NOORDEN,NOORDPLEIN,N,N
2012225715-1,17,1,2012,21,ROTTERDAM,1-BLOEMHOF,SANDELINGSTRAAT,N,N
2012235669-1,17,1,2012,20,RIDDERKERK,4-BUURT 4,BENEDENRIJWEG,N,N
2012219242-1,18,1,2012,6,OOSTVOORNE,4-OOSTVOORNE CENTRUM,STATIONSWEG,N,N
2012219678-1,18,1,2012,13,SPIJKENISSE,1-DE HOEK 2,LYRAPAD,N,J
2012220092-1,18,1,2012,21,SPIJKENISSE,5-AKKERS-CENTRUM,WESTAKKER,N,N
2012220222-1,18,1,2012,23,ROTTERDAM,0-BEVERWAARD,SLANGENBURGERF,J,N
2012221046-1,18,1,2012,19,ROTTERDAM,4-RUBROEK,WARANDE,N,J
2012222167-1,19,1,2012,20,SCHIEDAM,3-HET WESTEN,STADHOUDERSLAAN,J,N
2012221951-1,20,1,2012,9,ROTTERDAM,0-SCHIEBROEK,DE VILLENEUVESTRAAT,J,N
2012222060-1,20,1,2012,16,ROTTERDAM,5-OUDE NOORDEN,NOORDMOLENSTRAAT,N,N
2012222185-1,20,1,2012,18,ROTTERDAM,1-OUDE WESTEN,DRIEVRIENDENDWARSSTRAAT,N,N
2012222372-1,20,1,2012,21,VLAARDINGEN,1-CENTRUM,DR. SACHAROVPLAATS,N,J
2012222424-1,20,1,2012,23,ROTTERDAM,0-STADSDRIEHOEK,BLAAK,N,N
2012222457-1,20,1,2012,22,ROTTERDAM,0-STADSDRIEHOEK,BINNENROTTE,J,N
2012235843-1,20,1,2012,22,ROTTERDAM,0-STADSDRIEHOEK,BINNENROTTE,J,N
2012222991-1,21,1,2012,17,ROTTERDAM,5-MOLENLAANKWARTIER,MOLENLAAN,J,N
2012223028-1,21,1,2012,17,ROTTERDAM,1-OUDE WESTEN,JOSEPHSTRAAT,N,N
2012226205-1,21,1,2012,2,ROTTERDAM,2-KRALINGEN OOST,BURGEMEESTER OUDLAAN,N,N
2012227197-1,21,1,2012,3,SPIJKENISSE,6-HAVEN- INDUSTRIETERREIN,ELEMENTENWEG,N,N
2012227910-1,21,1,2012,24,ROTTERDAM,5-OUDE NOORDEN,STROVEER,N,N
2012230571-1,21,1,2012,20,ROTTERDAM,6-ZUIDPLEIN,METROPLEIN,N,N
2012237204-1,21,1,2012,21,ROTTERDAM,5-AGNIESEBUURT,VIJVERHOFSTRAAT,N,J
2012223306-1,22,1,2012,1,POORTUGAAL,2-OOST,LANDWEG,N,N
2012223609-1,22,1,2012,13,SCHIEDAM,8-S-GRAVEL./SPAANSE POLDE,OVERSCHIESEWEG,N,J
2012224099-1,22,1,2012,22,ROTTERDAM,3-C.S. KWARTIER,WEENA,N,N
2012225376-1,22,1,2012,10,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2012517499-1,22,1,2012,22,ROTTERDAM,4-RUBROEK,GOUDSESINGEL,N,N
2012224915-1,23,1,2012,14,RIDDERKERK,2-BOMENBUURT/PARKEN,KASTANJELAAN,J,J
2012225046-1,23,1,2012,19,ROTTERDAM,5-OUDE NOORDEN,STROVEER,N,N
2012226061-1,23,1,2012,16,ROTTERDAM,6-ZEVENKAMP,ZEVENKAMPSE RING,J,N
2012236001-1,23,1,2012,9,ROTTERDAM,7-KOP VAN ZUID,LAAN OP ZUID,N,N
2012226020-1,24,1,2012,14,SCHIEDAM,6-NIEUWLAND-OOST,PARKWEG,N,N
2012226058-1,24,1,2012,16,ROTTERDAM,0-VREEWIJK,ENK,N,J
2012226118-1,24,1,2012,16,SPIJKENISSE,7-VIERAMBACHTEN,ZINKSEWEG,J,J
2012226298-1,24,1,2012,19,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARK (PARK),N,N
2012227367-1,25,1,2012,15,CAPELLE AAN DEN IJSSEL,3-KUNSTENAARSBUURT,STATIONSPLEIN,J,J
2012227428-1,25,1,2012,17,HOOGVLIET ROTTERDAM,2-HOOGVLIET NOORD,OTHELLOWEG,N,N
2012227461-1,25,1,2012,18,ROTTERDAM,8-ZUIDERPARK,BRAMMERTSTRAAT,N,N
2012227504-1,25,1,2012,20,ROTTERDAM,9-ZONDER NAAM,ENTREPOTSTRAAT,J,N
2012227505-1,25,1,2012,20,ROTTERDAM,2-CARNISSE,LEPELAARSINGEL,N,N
2012229476-1,25,1,2012,7,ROTTERDAM,9-GROOT IJSSELMONDE,EMELISSEDIJK,N,N
2012230485-1,25,1,2012,14,RIDDERKERK,2-OMGEVING WINKELCENTRUM,VECHTSTRAAT,J,N
2012236976-1,25,1,2012,20,ROTTERDAM,1-KRALINGEN WEST,RINGERSPLAATS,N,N
2012227648-1,26,1,2012,24,ROTTERDAM,0-VREEWIJK,HEGGEPAD,N,N
2012228679-1,26,1,2012,19,ROTTERDAM,2-BLIJDORP,STATENSINGEL,N,J
2012232828-1,26,1,2012,16,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN,N,N
2012229643-1,27,1,2012,14,ROTTERDAM,0-VREEWIJK,GROENEZOOM,J,J
2012229810-1,27,1,2012,2,ROTTERDAM,1-OUDE WESTEN,NIEUWE BINNENWEG,N,N
2012230000-1,27,1,2012,1,ROTTERDAM,1-OUDE WESTEN,WESTERSINGEL,N,N
2012230139-1,27,1,2012,16,ROTTERDAM,4-LOMBARDIJEN,KIPLINGSTRAAT,N,N
2012230169-1,27,1,2012,22,ROTTERDAM,3-ZUIDWIJK,SLINGE,N,N
2012235857-1,27,1,2012,12,ROTTERDAM,5-MIDDELLAND,CLAES DE VRIESELAAN,N,N
2012238834-1,27,1,2012,23,ROTTERDAM,1-TARWEWIJK,GAESBEEKSTRAAT,N,N
2012230339-1,28,1,2012,3,HELLEVOETSLUIS,6-ZUID-WEST,NIEUWE ZEEDIJK,N,N
2012230395-1,28,1,2012,5,ROTTERDAM,3-C.S. KWARTIER,SCHIESTRAAT,N,N
2012230553-1,28,1,2012,1,ROTTERDAM,0-STADSDRIEHOEK,MARINIERSWEG,N,N
2012231319-1,28,1,2012,15,SCHIEDAM,2-CENTRUM,PALMBOOMSTRAAT,N,N
2012235188-1,28,1,2012,3,ROTTERDAM,9-HET LAGE LAND,KOPERSTRAAT,N,N
2012236190-1,28,1,2012,15,ROTTERDAM,2-HILLESLUIS,BREEPLEIN,N,N
2012231101-1,29,1,2012,24,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,AKKERWINDE,N,N
2012241206-1,29,1,2012,19,ROTTERDAM,4-RUBROEK,VONDELWEG,N,N
2012231970-1,30,1,2012,2,ROTTERDAM,1-BOSPOLDER,SCHIEDAMSEWEG,N,N
2012232844-1,30,1,2012,20,ROTTERDAM,1-KRALINGEN WEST,VLIETLAAN,N,N
2012232934-1,30,1,2012,23,ROTTERDAM,0-SCHIEBROEK,MELANCHTONWEG,N,J
2012233207-1,31,1,2012,8,ROTTERDAM,7-OUD CROOSWIJK,EDOUARD JACOBSSTRAAT,N,N
2012233979-1,31,1,2012,16,ROTTERDAM,9-GROOT IJSSELMONDE,OLYMPIAWEG,N,J
2012234504-1,31,1,2012,18,ROTTERDAM,7-STRUISENBURG,OOSTZEEDIJK,N,N
2012235192-1,1,2,2012,18,ROTTERDAM,6-ZUIDPLEIN,ZUIDPLEIN,N,N
2012241218-1,1,2,2012,20,ROTTERDAM,6-KRALINGSE VEER,ELANDSTRAAT,N,N
2012235761-1,2,2,2012,8,ROTTERDAM,7-OOSTERFLANK,POOLSTERPLEIN,N,J
2012236214-1,2,2,2012,12,SCHIEDAM,1-OOST,HORVATHWEG,N,N
2012236525-1,2,2,2012,15,ROTTERDAM,9-GROOT IJSSELMONDE,PALMENTUIN,N,N
2012236538-1,2,2,2012,19,ROTTERDAM,1-TARWEWIJK,MILLINXSTRAAT,N,J
2012242005-1,2,2,2012,16,ROTTERDAM,9-GROOT IJSSELMONDE,RUIGEWAARD,J,N
2012237219-1,3,2,2012,12,ROTTERDAM,0-SCHIEBROEK,MEIDOORNSINGEL,N,N
2012237439-1,3,2,2012,16,ROTTERDAM,3-OMMOORD,BRIANDPLAATS,N,N
2012237863-1,3,2,2012,21,ROTTERDAM,5-MIDDELLAND,CLAES DE VRIESELAAN,N,N
2012238047-1,3,2,2012,18,ROTTERDAM,1-KRALINGEN WEST,OOSTPLEIN,N,N
2012248139-1,3,2,2012,18,ROTTERDAM,2-COOL,KEERWEER,N,N
2012237549-1,3,3,2012,20,VLAARDINGEN,2-ZUIDWIJK,PROFESSOR TELDERSSTRAAT,J,N
2012237750-1,4,2,2012,2,SPIJKENISSE,3-HOOGWERF-ZUID,WILLEMSHOEVELAAN,N,N
2012237771-1,4,2,2012,4,ROTTERDAM,4-NIEUWE WESTEN,NIEUWE BINNENWEG,N,J
2012237830-1,4,2,2012,6,ROTTERDAM,2-COOL,EENDRACHTSWEG,N,N
2012238147-1,4,2,2012,16,SPIJKENISSE,6-MIDDENGEBIED,WEZELVEEN,N,J
2012238157-1,4,2,2012,16,SPIJKENISSE,6-MIDDENGEBIED,WEZELVEEN,N,J
2012238298-1,4,2,2012,20,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARK (PARK),N,J
2012238402-1,4,2,2012,21,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,KARPERSTRAAT,N,J
2012238847-1,4,2,2012,13,ROTTERDAM,0-VREEWIJK,JAN LIGTHARTSTRAAT,N,N
2012242986-1,4,2,2012,17,ROTTERDAM,4-LOMBARDIJEN,SPINOZAWEG,N,N
2012245120-1,4,2,2012,24,ROTTERDAM,7-PENDRECHT,WEMELDINGESTRAAT,N,N
2012251093-1,4,2,2012,14,HELLEVOETSLUIS,9-KOOISTEE,NOORDHOREN,N,J
2012238664-1,5,2,2012,4,ROTTERDAM,0-STADSDRIEHOEK,SCHIEDAMSEDIJK,N,J
2012238819-1,5,2,2012,4,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2012239026-1,5,2,2012,18,ROTTERDAM,9-ZONDER NAAM,VUURPLAAT,N,N
2012240870-1,5,2,2012,2,ROTTERDAM,1-OUDE WESTEN,NIEUWE BINNENWEG,N,N
2012251027-1,5,2,2012,2,ROTTERDAM,1-OUDE WESTEN,NIEUWE BINNENWEG,N,N
2012239202-1,6,2,2012,24,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,DORPSSTRAAT,N,N
2012239889-1,6,2,2012,14,ROTTERDAM,2-COOL,WESTBLAAK,N,J
2012240126-1,6,2,2012,15,ROTTERDAM,0-BEVERWAARD,VERWOLDESTRAAT,N,N
2012241214-1,6,2,2012,20,ROTTERDAM,3-SPANGEN,VAN ALPHENSTRAAT,N,N
2012241570-1,6,2,2012,7,VLAARDINGEN,3-INDISCHE BUURT,BILLITONLAAN,N,N
2012243266-1,6,2,2012,20,SPIJKENISSE,3-DE HOEK 4,KOLIBRIHOEK,N,J
2012243939-1,6,2,2012,15,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2012244035-1,6,2,2012,7,SPIJKENISSE,5-CENTRUM-ZUID,SCHEPENPAD,N,N
2012259830-1,6,2,2012,14,ROTTERDAM,5-AGNIESEBUURT,ZOMERHOFSTRAAT,N,N
2012240290-1,7,2,2012,4,ROTTERDAM,2-COOL,KRUISKADE,N,J
2012240371-1,7,2,2012,4,ROTTERDAM,2-COOL,LIJNBAAN,N,N
2012241097-1,7,2,2012,24,ROTTERDAM,4-RUBROEK,GERDESIAWEG,N,N
2012241304-1,7,2,2012,18,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,BARBEELSINGEL,N,N
2012248713-1,7,2,2012,12,ROTTERDAM,9-GROOT IJSSELMONDE,KREILEROORD,N,N
2012290728-1,7,2,2012,15,HOOGVLIET ROTTERDAM,2-HOOGVLIET NOORD,LOKKERTSEMOLENWEG,N,N
2012242076-1,8,2,2012,13,ROTTERDAM,5-OUDE NOORDEN,STROVEER,N,N
2012242262-1,8,2,2012,15,ROTTERDAM,9-GROOT IJSSELMONDE,KORENDIJK,N,N
2012258915-1,8,2,2012,17,ROTTERDAM,4-RUBROEK,BRUSSESTRAAT,N,N
2012242588-1,9,2,2012,2,SPIJKENISSE,5-CENTRUM-ZUID,NIEUWSTRAAT,N,J
2012243320-1,9,2,2012,16,ROTTERDAM,0-VREEWIJK,GEITENKAMP,N,N
2012243366-1,9,2,2012,19,ROTTERDAM,5-KATENDRECHT,VAN LANGENDONCKSTRAAT,N,D
2012243426-1,9,2,2012,19,ROTTERDAM,4-LOMBARDIJEN,IMMANUEL KANTSTRAAT,N,N
2012243472-1,9,2,2012,20,ROTTERDAM,3-OMMOORD,THOMAS MANNPLAATS,N,N
2012243846-1,9,2,2012,13,BERKEL EN RODENRIJS,3-BLOEMENBUURT,ANJERDREEF,N,N
2012246973-1,9,2,2012,20,VLAARDINGEN,1-CENTRUM,RIDDERSTRAAT,N,N
2012247379-1,9,2,2012,20,ROTTERDAM,1-OUDE WESTEN,1E MIDDELLANDSTRAAT,N,N
2012254158-1,9,2,2012,16,ROTTERDAM,1-OUDE WESTEN,'S-GRAVENDIJKWAL,N,N
2012243597-1,10,2,2012,24,ROTTERDAM,7-PENDRECHT,SINT-ANNALANDSTRAAT,N,N
2012244064-1,10,2,2012,14,ROTTERDAM,1-OUDE WESTEN,WEST-KRUISKADE,N,N
2012244067-1,10,2,2012,14,ROTTERDAM,9-GROOT IJSSELMONDE,PRINSENPLEIN,N,J
2012244228-1,10,2,2012,16,SCHIEDAM,6-NIEUWLAND-OOST,BURG HONNERLAGE GRETELN,N,N
2012244239-1,10,2,2012,16,BERGSCHENHOEK,2-SCHIEBROEKSEPOLDER,SCHIEBROEKSEWEG,N,J
2012244381-1,10,2,2012,18,ROTTERDAM,9-GROOT IJSSELMONDE,KERSTENDIJK,N,J
2012244384-1,10,2,2012,19,ROTTERDAM,4-LOMBARDIJEN,VICTOR HUGOWEG,N,N
2012244434-1,10,2,2012,21,ROTTERDAM,2-COOL,SCHOUWBURGPLEIN,N,N
2012244529-1,10,2,2012,18,ROTTERDAM,9-GROOT IJSSELMONDE,HEINDIJK,J,J
2012248156-1,10,2,2012,19,ROTTERDAM,3-OUD IJSSELMONDE,SOLINGSTRAAT,N,N
2012248252-1,10,2,2012,14,ROTTERDAM,1-KRALINGEN WEST,1E JERICHOSTRAAT,N,N
2012255210-1,10,2,2012,18,ROTTERDAM,1-KRALINGEN WEST,RAMLEHWEG,N,N
2012259172-1,10,2,2012,24,BARENDRECHT,2-ZUID,NOLDIJK,J,N
2012246696-1,11,2,2012,21,ROTTERDAM,4-LOMBARDIJEN,PASCALWEG,N,N
2012248313-1,11,2,2012,19,ROTTERDAM,9-DIJKZIGT,ROCHUSSENSTRAAT,N,N
2012253106-1,11,2,2012,14,ROTTERDAM,1-TARWEWIJK,WEVERSHOEKSTRAAT,N,N
2012281792-1,11,2,2012,19,ROTTERDAM,6-ZUIDPLEIN,GOOILANDSINGEL,N,N
2012317362-1,11,2,2012,23,ROTTERDAM,3-C.S. KWARTIER,STATIONSSINGEL,N,N
2012245557-1,12,2,2012,24,ROTTERDAM,1-KRALINGEN WEST,VREDENOORDLAAN,N,N
2012245893-1,12,2,2012,16,MAASSLUIS,2-STEENDIJKPOLDER-LAAG,WILLEM WELTEVREDENLAAN,N,N
2012245961-1,12,2,2012,19,ROTTERDAM,4-LOMBARDIJEN,MOLIEREWEG,N,J
2012246000-1,12,2,2012,19,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,LANGS DE BAAN,N,N
2012249119-1,12,2,2012,14,ROTTERDAM,5-OUDE NOORDEN,ZAAGMOLENSTRAAT,N,N
2012249269-1,12,2,2012,23,ROTTERDAM,4-OUD CHARLOIS,WESTDUELSTRAAT,N,N
2012251033-1,12,2,2012,3,ROTTERDAM,2-COOL,KAREL DOORMANSTRAAT,N,N
2012246789-1,13,2,2012,13,ROTTERDAM,2-BLIJDORP,STATENSINGEL,N,N
2012246978-1,13,2,2012,17,ROTTERDAM,1-OUDE WESTEN,WEST-KRUISKADE,N,N
2012246986-1,13,2,2012,19,ROTTERDAM,3-ZUIDWIJK,DIEPENHORST,N,J
2012247314-1,13,2,2012,7,ROTTERDAM,0-VREEWIJK,GROENEZOOM,N,N
2012251532-1,13,2,2012,15,ROTTERDAM,1-KRALINGEN WEST,PLANTAGESTRAAT,N,N
2012253015-1,13,2,2012,13,ROTTERDAM,2-BLIJDORP,STATENSINGEL,N,N
2012247405-1,14,2,2012,8,ROTTERDAM,8-ZUIDERPARK,GROENE KRUISWEG,N,N
2012247748-1,14,2,2012,11,ROTTERDAM,3-C.S. KWARTIER,WEENA,N,N
2012248037-1,14,2,2012,14,RHOON,1-WEST,VIADUCTWEG,N,N
2012248319-1,14,2,2012,19,ROTTERDAM,1-KRALINGEN WEST,GERDESIAWEG,N,N
2012248405-1,14,2,2012,19,ROTTERDAM,8-PRINSENLAND,VASARISTRAAT,J,N
2012255542-1,14,2,2012,15,ROTTERDAM,7-OOSTERFLANK,PRINS ALEXANDERLAAN,N,N
2012256535-1,14,2,2012,22,ROTTERDAM,2-KRALINGEN OOST,BURGEMEESTER OUDLAAN,N,N
2012289608-1,14,2,2012,19,ROTTERDAM,1-KRALINGEN WEST,BROUWERSSTRAAT,N,N
2012248535-1,15,2,2012,2,ROTTERDAM,7-FEIJENOORD,ORANJEBOOMSTRAAT,N,J
2012249052-1,15,2,2012,11,ROTTERDAM,0-VREEWIJK,DREEF,N,J
2012249379-1,15,2,2012,16,ROTTERDAM,9-ZONDER NAAM,STOOMTRAMWEG,J,N
2012249466-1,15,2,2012,18,VLAARDINGEN,1-CENTRUM,VLEERSTEEG,N,N
2012249481-1,15,2,2012,17,ROTTERDAM,0-VREEWIJK,WEIMANSWEG,J,N
2012249548-1,15,2,2012,21,VLAARDINGEN,2-VOP,PARALLELWEG,N,N
2012249558-1,15,2,2012,20,ROTTERDAM,4-RUBROEK,JONKER FRANSSTRAAT,N,N
2012250690-1,15,2,2012,17,ROTTERDAM,5-OUDE NOORDEN,HOFDIJK,J,N
2012250517-1,16,2,2012,15,ROTTERDAM,9-GROOT IJSSELMONDE,GROENE TUIN,N,J
2012250551-1,16,2,2012,15,MAASSLUIS,0-SLUISPOLDER-OOST,LAAN 1940-1945,N,N
2012250687-1,16,2,2012,20,SPIJKENISSE,3-DE HOEK 4,TOEKANHOEK,N,J
2012250691-1,16,2,2012,20,ROTTERDAM,5-AGNIESEBUURT,HEER BOKELWEG,N,N
2012250754-1,16,2,2012,19,RIDDERKERK,1-OMGEVING PLEIN OOST,HUYGENSPLANTSOEN,N,N
2012255655-1,16,2,2012,15,ROTTERDAM,5-AGNIESEBUURT,BENTHEMSTRAAT,N,N
2012251514-1,17,2,2012,15,ROTTERDAM,0-VREEWIJK,JAN LIGTHARTSTRAAT,N,J
2012251528-1,17,2,2012,15,ROTTERDAM,1-OUDE WESTEN,SAFTLEVENSTRAAT,N,J
2012251566-1,17,2,2012,15,ROTTERDAM,0-DELFSHAVEN,DIRCK HOFFSTRAAT,N,N
2012251881-1,17,2,2012,20,SCHIEDAM,6-NIEUWLAND-WEST,VLAARDINGERDIJK,N,J
2012251884-1,17,2,2012,21,ROTTERDAM,0-SCHIEBROEK,MEIJERSPLEIN-NOORD,N,J
2012258343-1,17,2,2012,15,ROTTERDAM,4-NIEUWE WESTEN,BEUKELSDIJK,N,N
2012258797-1,17,2,2012,17,ROTTERDAM,4-RUBROEK,GERDESIAWEG,N,N
2012252002-1,18,2,2012,24,ROTTERDAM,2-CARNISSE,FLAKKEESESTRAAT,N,J
2012252098-1,18,2,2012,2,GEERVLIET,0-GEERVLIET,OUDE SINGEL,N,N
2012252646-1,18,2,2012,19,ROTTERDAM,1-KRALINGEN WEST,WETERINGSTRAAT,N,N
2012253067-1,18,2,2012,18,ROTTERDAM,1-KRALINGEN WEST,WETERINGSTRAAT,N,J
2012253116-1,18,2,2012,21,ROTTERDAM,0-STADSDRIEHOEK,OOSTMOLENWERF,N,N
2012253049-1,19,2,2012,3,SPIJKENISSE,1-MOLENWEI,MOLENSTRAAT,J,N
2012253504-1,19,2,2012,23,ROTTERDAM,2-BLIJDORP,KAPPEYNESTRAAT,N,N
2012256438-1,19,2,2012,17,ROTTERDAM,4-LISKWARTIER,LISPLEIN,N,J
2012257010-1,19,2,2012,23,ROTTERDAM,4-RUBROEK,HERMAN ROBBERSSTRAAT,N,N
2012254152-1,20,2,2012,13,ROTTERDAM,5-AGNIESEBUURT,BENTHEMSTRAAT,N,N
2012255437-1,20,2,2012,20,ROTTERDAM,4-RUBROEK,GOUDSESINGEL,N,N
2012255607-1,20,2,2012,16,ROTTERDAM,2-HILLESLUIS,GROENE HILLEDIJK,N,N
2012258610-1,20,2,2012,12,ROTTERDAM,4-OUD CHARLOIS,VAN BLOMMESTEYNWEG,N,N
2012262054-1,20,2,2012,18,ROTTERDAM,2-BLIJDORP,SCHEPENSTRAAT,N,N
2012255468-1,21,2,2012,14,BARENDRECHT,1-NOORD,KOOIWALBOS,N,N
2012255916-1,21,2,2012,23,RIDDERKERK,3-RIJSOORD,NOLDIJK,N,N
2012260038-1,21,2,2012,16,ROTTERDAM,4-RUBROEK,JONKER FRANSSTRAAT,N,N
2012260574-1,21,2,2012,12,VLAARDINGEN,2-STADHOUDERSBUURT,ALBERTINE AGNESLAAN,N,N
2012260590-1,21,2,2012,14,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,LENGWEG,N,N
2012256144-1,22,2,2012,8,ROTTERDAM,0-SCHIEBROEK,KASTANJESINGEL,N,D
2012256747-1,22,2,2012,16,ROTTERDAM,1-HILLEGERSBERG ZUID,UITWEG,N,J
2012256760-1,22,2,2012,16,ROTTERDAM,1-KRALINGEN WEST,PLANTAGESTRAAT,N,J
2012256761-1,22,2,2012,16,SCHIEDAM,1-OOST,PARALLELWEG,N,J
2012256833-1,22,2,2012,16,ROTTERDAM,6-ZEVENKAMP,GONG,N,J
2012256849-1,22,2,2012,19,ROTTERDAM,5-AGNIESEBUURT,RIDDERSTRAAT,N,N
2012257092-1,22,2,2012,22,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,DOGGERSBANK,N,N
2012258799-1,22,2,2012,19,ROTTERDAM,8-Aug,LN VAN MAGISCH REALISME,N,N
2012258985-1,22,2,2012,20,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARKWEG,N,N
2012259952-1,22,2,2012,16,ROTTERDAM,6-ZEVENKAMP,GONG,N,N
2012265590-1,22,2,2012,21,ROTTERDAM,1-TARWEWIJK,MIJNSHERENLAAN,N,N
2012258059-1,23,2,2012,16,ROTTERDAM,3-C.S. KWARTIER,STATIONSPLEIN,N,J
2012258197-1,23,2,2012,20,ROTTERDAM,5-AGNIESEBUURT,TEILINGERSTRAAT,N,N
2012258248-1,23,2,2012,20,ROTTERDAM,4-NIEUWE WESTEN,BEUKELSDIJK,J,J
2012258367-1,23,2,2012,23,ROTTERDAM,5-MIDDELLAND,ESSENBURGSINGEL,N,N
2012258936-1,23,2,2012,19,ROTTERDAM,9-GROOT IJSSELMONDE,GROTE HAGEN,N,N
2012261883-1,23,2,2012,19,ROTTERDAM,0-SCHIEBROEK,MEIDOORNSINGEL,N,N
2012337776-1,23,2,2012,12,ROTTERDAM,5-KATENDRECHT,BREDE HILLEDIJK,N,N
2012258472-1,24,2,2012,6,ROTTERDAM,6-ZUIDPLEIN,GOOILANDSINGEL,N,N
2012258879-1,24,2,2012,11,SPIJKENISSE,7-VIERAMBACHTEN,ZINKSEWEG,N,N
2012258939-1,24,2,2012,14,ROTTERDAM,3-C.S. KWARTIER,DELFTSESTRAAT,N,N
2012276914-1,24,2,2012,10,VLAARDINGEN,1-BABBERSPOLDER 1,KLAPROOSSTRAAT,N,N
2012259477-1,25,2,2012,24,ROTTERDAM,4-LOMBARDIJEN,DIOGENESSTRAAT,N,N
2012260132-1,25,2,2012,19,RIDDERKERK,2-OMGEVING WINKELCENTRUM,VECHTSTRAAT,J,N
2012260158-1,25,2,2012,20,ROTTERDAM,5-OUDE NOORDEN,NOORDSINGEL,N,N
2012260481-1,25,2,2012,16,ROTTERDAM,4-'S GRAVENLAND,'S-GRAVENWEG,N,N
2012268488-1,25,2,2012,22,SCHIEDAM,6-NIEUWLAND-WEST,BURG VAN HAARENLAAN,N,J
2012270978-1,25,2,2012,19,RHOON,1-WEST,DEBUSSYSTRAAT,N,N
2012260331-1,26,2,2012,1,SCHIEDAM,7-KETHEL/TUINDORP/BEATRIX,PARKWEG,N,N
2012260386-1,26,2,2012,4,ROTTERDAM,0-STADSDRIEHOEK,HOFPLEIN,N,J
2012260444-1,26,2,2012,6,ROTTERDAM,2-COOL,WITTE DE WITHSTRAAT,N,N
2012260686-1,26,2,2012,15,ROTTERDAM,9-ZONDER NAAM,VUURPLAAT,N,N
2012260746-1,26,2,2012,17,HOOGVLIET ROTTERDAM,9-HOOGVLIET ZUID,RUITWAGEN,N,J
2012263649-1,26,2,2012,18,ROTTERDAM,7-OUD CROOSWIJK,CROOSWIJKSESINGEL,N,J
2012261773-1,27,2,2012,15,ROTTERDAM,8-ZUIDERPARK,ZUIDERPARK (PARK),N,N
2012261900-1,27,2,2012,17,ROTTERDAM,0-BEVERWAARD,SCHINNENBAAN,N,J
2012262022-1,27,2,2012,15,ROTTERDAM,2-TUSSENDIJKE,KORFMAKERSSTRAAT,N,N
2012266533-1,27,2,2012,19,ROTTERDAM,7-OUD CROOSWIJK,BOEZEMSTRAAT,N,N
2012262157-1,28,2,2012,24,ROTTERDAM,0-VREEWIJK,LANGEGEER,N,D
2012262429-1,28,2,2012,3,SCHIEDAM,2-CENTRUM,BAANSTRAAT,N,N
2012262781-1,28,2,2012,24,ROTTERDAM,0-VREEWIJK,LANGEGEER,N,N
2012262957-1,28,2,2012,24,ROTTERDAM,0-VREEWIJK,LANGEGEER,N,N
2012263154-1,28,2,2012,17,ROTTERDAM,6-AFRIKAANDERWIJK,MAASHAVEN O.Z.,N,J
2012263376-1,28,2,2012,21,BARENDRECHT,1-NOORD,VRIJENBURGPAD (FP),N,N
2012273813-1,28,2,2012,11,ROTTERDAM,2-COOL,COOLSINGEL,N,N
2012263491-1,29,2,2012,2,ROTTERDAM,7-PENDRECHT,KERKWERVESINGEL,N,J
2012264584-1,29,2,2012,20,ROTTERDAM,1-KRALINGEN WEST,OOSTPLEIN,N,N
