ID,Dag,Maand,Jaar,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2012218002-1,17,01,2012,DI,8:15,8:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,DADELTUIN,3078LA,Bewolking,J,m
2012218551-1,17,01,2012,DI,12:00,12:30,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,5-5,UTENHAGESTRAAT,3083VR,J,Bewolking,v
2012218801-1,17,01,2012,DI,14:30,14:30,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,7-7,DONKERSINGEL,3052PM,Bewolking,Bewolking,m
2012218894-1,17,01,2012,DI,17:00,17:00,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,9-9,GROENEZOOM,,Bewolking,Bewolking,m
2012219250-1,17,01,2012,DI,7:50,7:50,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,5-5,VIERAMBACHTSSTRAAT,3023AT,Bewolking,Bewolking,m
2012219784-1,17,01,2012,DI,12:00,12:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,3-3,KONINGINNEWEG,,Bewolking,Bewolking,v
2012220669-1,17,01,2012,DI,12:30,12:45,ROTTERDAM,DISTRICT 3,2-Feb,1-BOSPOLDER,2-2,HUDSONSTRAAT,3025CE,Bewolking,Bewolking,m
2012224403-1,17,01,2012,DI,18:30,18:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,9-9,NOORDPLEIN,3035EE,Bewolking,Bewolking,v
2012225715-1,17,01,2012,DI,21:00,21:15,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,7-7,SANDELINGSTRAAT,3073AV,Bewolking,Bewolking,v
2012235669-1,17,01,2012,DI,20:30,21:00,RIDDERKERK,DISTRICT 9,3-WIJK C,4-BUURT 4,0-340,BENEDENRIJWEG,,Bewolking,Bewolking,m
2012219242-1,18,01,2012,WO,6:30,6:30,OOSTVOORNE,DISTRICT 11,1-OOSTVOORNE BINNEN,4-OOSTVOORNE CENTRUM,4-OOSTVOORNE CENTRUM,STATIONSWEG,3233CS,Bewolking,Bewolking,m
2012219678-1,18,01,2012,WO,13:00,13:00,SPIJKENISSE,DISTRICT 11,6-DE HOEK,1-DE HOEK 2,1-PC 1,LYRAPAD,,Bewolking,J,m
2012220092-1,18,01,2012,WO,21:00,21:25,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,5-AKKERS-CENTRUM,6-PC 6,WESTAKKER,3206TD,Bewolking,Bewolking,m
2012220222-1,18,01,2012,WO,23:50,23:51,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,1-1,SLANGENBURGERF,3077JP,J,Bewolking,m
2012221046-1,18,01,2012,WO,19:10,19:15,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,3-3,WARANDE,3031PX,Bewolking,J,v
2012222167-1,19,01,2012,DO,20:50,20:55,SCHIEDAM,DISTRICT 2,3-ZUID A,3-HET WESTEN,7-WEST-7,STADHOUDERSLAAN,,J,Bewolking,m
2012221951-1,20,01,2012,VR,9:05,9:10,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,3-3,DE VILLENEUVESTRAAT,,J,Bewolking,m
2012222060-1,20,01,2012,VR,16:00,16:00,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,6-6,NOORDMOLENSTRAAT,3035RH,Bewolking,Bewolking,v
2012222185-1,20,01,2012,VR,18:30,18:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,1-1,DRIEVRIENDENDWARSSTRAAT,3014JV,Bewolking,Bewolking,m
2012222372-1,20,01,2012,VR,21:53,22:15,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,DR. SACHAROVPLAATS,3131MH,Bewolking,J,v
2012222424-1,20,01,2012,VR,23:42,23:42,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,6-6,BLAAK,,Bewolking,Bewolking,v
2012222457-1,20,01,2012,VR,22:45,22:50,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,6-6,BINNENROTTE,,J,Bewolking,v
2012235843-1,20,01,2012,VR,22:45,22:50,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,3-3,BINNENROTTE,,J,Bewolking,v
2012222991-1,21,01,2012,ZA,17:15,17:45,ROTTERDAM,DISTRICT 5,6-Jun,5-MOLENLAANKWARTIER,7-7,MOLENLAAN,3055GG,J,Bewolking,m
2012223028-1,21,01,2012,ZA,17:26,17:26,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,3-3,JOSEPHSTRAAT,3014TN,Bewolking,Bewolking,m
2012226205-1,21,01,2012,ZA,2:30,3:00,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,7-7,BURGEMEESTER OUDLAAN,3062PA,Bewolking,Bewolking,v
2012227197-1,21,01,2012,ZA,3:00,6:00,SPIJKENISSE,DISTRICT 11,0-CENTRUM,6-HAVEN- INDUSTRIETERREIN,1-PC 1,ELEMENTENWEG,3201LG,Bewolking,Bewolking,m
2012227910-1,21,01,2012,ZA,0:30,0:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,7-7,STROVEER,3032GB,Bewolking,Bewolking,v
2012230571-1,21,01,2012,ZA,20:00,21:00,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,2-2,METROPLEIN,3083BB,Bewolking,Bewolking,m
2012237204-1,21,01,2012,ZA,21:15,21:15,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,0-0,VIJVERHOFSTRAAT,3032SM,Bewolking,J,m
2012223306-1,22,01,2012,ZO,1:45,2:00,POORTUGAAL,DISTRICT 10,0-DORP,2-OOST,0-OOST,LANDWEG,3171AL,Bewolking,Bewolking,m
2012223609-1,22,01,2012,ZO,13:30,13:34,SCHIEDAM,DISTRICT 2,1-NOORD A,8-S-GRAVEL./SPAANSE POLDE,1-SPAANSE POLDER,OVERSCHIESEWEG,,Bewolking,J,m
2012224099-1,22,01,2012,ZO,22:30,22:40,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,WEENA,,Bewolking,Bewolking,v
2012225376-1,22,01,2012,ZO,10:00,10:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,COOLSINGEL,3012AB,Bewolking,Bewolking,v
2012517499-1,22,01,2012,ZO,22:15,22:30,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,GOUDSESINGEL,3031EB,Bewolking,Bewolking,m
2012224915-1,23,01,2012,MA,14:30,14:30,RIDDERKERK,DISTRICT 9,6-WIJK F,2-BOMENBUURT/PARKEN,3-623,KASTANJELAAN,2982CM,J,J,m
2012225046-1,23,01,2012,MA,19:39,19:39,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,7-7,STROVEER,,Bewolking,Bewolking,m
2012226061-1,23,01,2012,MA,16:50,16:50,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,0-0,ZEVENKAMPSE RING,3069MD,J,Bewolking,v
2012236001-1,23,01,2012,MA,9:00,9:30,ROTTERDAM,DISTRICT 9,1-Jan,7-KOP VAN ZUID,0-0,LAAN OP ZUID,3071AA,Bewolking,Bewolking,m
2012226020-1,24,01,2012,DI,14:40,14:50,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,PARKWEG,3119CT,Bewolking,Bewolking,m
2012226058-1,24,01,2012,DI,16:10,16:10,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,9-9,ENK,,Bewolking,J,m
2012226118-1,24,01,2012,DI,16:50,16:50,SPIJKENISSE,DISTRICT 11,0-CENTRUM,7-VIERAMBACHTEN,1-PC 1,ZINKSEWEG,3201KZ,J,J,m
2012226298-1,24,01,2012,DI,19:00,19:00,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARK (PARK),,Bewolking,Bewolking,m
2012227367-1,25,01,2012,WO,15:55,15:55,CAPELLE AAN DEN IJSSEL,DISTRICT 6,2-SCHOLLEVAAR,3-KUNSTENAARSBUURT,0-KUNSTENAARSBUURT ZUID,STATIONSPLEIN,2907MJ,J,J,v
2012227428-1,25,01,2012,WO,17:15,17:15,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,2-2,OTHELLOWEG,3194GR,Bewolking,Bewolking,m
2012227461-1,25,01,2012,WO,18:30,18:45,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,1-1,BRAMMERTSTRAAT,3084RV,Bewolking,Bewolking,v
2012227504-1,25,01,2012,WO,20:46,20:46,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,0-0,ENTREPOTSTRAAT,,J,Bewolking,m
2012227505-1,25,01,2012,WO,20:26,20:26,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,4-4,LEPELAARSINGEL,3083KH,Bewolking,Bewolking,v
2012229476-1,25,01,2012,WO,7:10,7:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,8-8,EMELISSEDIJK,3079HG,Bewolking,Bewolking,m
2012230485-1,25,01,2012,WO,14:30,14:30,RIDDERKERK,DISTRICT 9,1-WIJK A,2-OMGEVING WINKELCENTRUM,3-123,VECHTSTRAAT,2987CX,J,Bewolking,v
2012236976-1,25,01,2012,WO,20:00,20:30,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,7-7,RINGERSPLAATS,,Bewolking,Bewolking,v
2012227648-1,26,01,2012,DO,0:15,0:15,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,HEGGEPAD,3075TC,Bewolking,Bewolking,v
2012228679-1,26,01,2012,DO,19:48,19:48,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,5-5,STATENSINGEL,3039LB,Bewolking,J,m
2012232828-1,26,01,2012,DO,16:20,16:30,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,0-0,ZUIDPLEIN,,Bewolking,Bewolking,m
2012229643-1,27,01,2012,VR,14:08,14:08,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,GROENEZOOM,3075GL,J,J,m
2012229810-1,27,01,2012,VR,2:00,2:00,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,5-5,NIEUWE BINNENWEG,3014GL,Bewolking,Bewolking,m
2012230000-1,27,01,2012,VR,1:45,1:45,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,2-2,WESTERSINGEL,3014GP,Bewolking,Bewolking,m
2012230139-1,27,01,2012,VR,16:40,16:40,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,5-5,KIPLINGSTRAAT,3076TD,Bewolking,Bewolking,m
2012230169-1,27,01,2012,VR,22:00,22:05,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,3-3,SLINGE,,Bewolking,Bewolking,v
2012235857-1,27,01,2012,VR,12:00,12:00,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,7-7,CLAES DE VRIESELAAN,,Bewolking,Bewolking,v
2012238834-1,27,01,2012,VR,23:15,23:58,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,3-3,GAESBEEKSTRAAT,,Bewolking,Bewolking,v
2012230339-1,28,01,2012,ZA,3:55,3:55,HELLEVOETSLUIS,DISTRICT 11,4-WIJK 3 / HKS WIJK 4,6-ZUID-WEST,4-GROOTE WEER GORS,NIEUWE ZEEDIJK,3221LZ,Bewolking,Bewolking,m
2012230395-1,28,01,2012,ZA,5:55,5:55,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,SCHIESTRAAT,3013AH,Bewolking,Bewolking,m
2012230553-1,28,01,2012,ZA,1:18,1:18,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,3-3,MARINIERSWEG,3011NM,Bewolking,Bewolking,v
2012231319-1,28,01,2012,ZA,15:00,16:00,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,1-CENTRUM-1,PALMBOOMSTRAAT,3111,Bewolking,Bewolking,m
2012235188-1,28,01,2012,ZA,3:00,3:30,ROTTERDAM,DISTRICT 6,4-Apr,9-HET LAGE LAND,1-1,KOPERSTRAAT,3067GL,Bewolking,Bewolking,m
2012236190-1,28,01,2012,ZA,15:50,16:00,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,6-6,BREEPLEIN,3074PA,Bewolking,Bewolking,v
2012231101-1,29,01,2012,ZO,0:15,0:20,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,8-8,AKKERWINDE,,Bewolking,Bewolking,m
2012241206-1,29,01,2012,ZO,19:20,19:20,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,VONDELWEG,,Bewolking,Bewolking,v
2012231970-1,30,01,2012,MA,2:15,2:30,ROTTERDAM,DISTRICT 3,2-Feb,1-BOSPOLDER,3-3,SCHIEDAMSEWEG,3025AA,Bewolking,Bewolking,v
2012232844-1,30,01,2012,MA,20:30,20:45,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,4-4,VLIETLAAN,,Bewolking,Bewolking,v
2012232934-1,30,01,2012,MA,23:30,23:30,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,7-7,MELANCHTONWEG,,Bewolking,J,m
2012233207-1,31,01,2012,DI,8:00,8:00,ROTTERDAM,DISTRICT 6,3-Mar,7-OUD CROOSWIJK,2-2,EDOUARD JACOBSSTRAAT,,Bewolking,Bewolking,v
2012233979-1,31,01,2012,DI,16:00,16:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,4-4,OLYMPIAWEG,3078HT,Bewolking,J,m
2012234504-1,31,01,2012,DI,18:30,18:45,ROTTERDAM,DISTRICT 6,4-Apr,7-STRUISENBURG,0-0,OOSTZEEDIJK,3061CX,Bewolking,Bewolking,v
2012235192-1,1,022,012,WO,18:15,18:15,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,0-0,ZUIDPLEIN,,Bewolking,Bewolking,v
2012241218-1,1,022,012,WO,20:00,20:00,ROTTERDAM,DISTRICT 6,4-Apr,6-KRALINGSE VEER,1-1,ELANDSTRAAT,3064AH,Bewolking,Bewolking,m
2012235761-1,2,022,012,DO,8:50,8:50,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,POOLSTERPLEIN,3067LW,Bewolking,J,m
2012236214-1,2,022,012,DO,12:00,12:25,SCHIEDAM,DISTRICT 2,6-ZUID D,1-OOST,5-OOST-5,HORVATHWEG,3112HB,Bewolking,Bewolking,m
2012236525-1,2,022,012,DO,15:56,15:56,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,PALMENTUIN,3078KJ,Bewolking,Bewolking,m
2012236538-1,2,022,012,DO,19:56,19:56,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,5-5,MILLINXSTRAAT,3081PN,Bewolking,J,v
2012242005-1,2,022,012,DO,16:00,16:15,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,RUIGEWAARD,3078AV,J,Bewolking,m
2012237219-1,3,022,012,VR,12:15,13:09,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,7-7,MEIDOORNSINGEL,3052BZ,Bewolking,Bewolking,m
2012237439-1,3,022,012,VR,16:30,16:45,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,3-3,BRIANDPLAATS,3068JJ,Bewolking,Bewolking,v
2012237863-1,3,022,012,VR,21:30,21:30,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,7-7,CLAES DE VRIESELAAN,3021JK,Bewolking,Bewolking,v
2012238047-1,3,022,012,VR,18:25,18:25,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,OOSTPLEIN,,Bewolking,Bewolking,v
2012248139-1,3,022,012,VR,18:30,18:35,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,KEERWEER,3012KB,Bewolking,Bewolking,v
2012237549-1,3,032,012,ZA,20:02,20:02,VLAARDINGEN,DISTRICT 1,2-WIJK 2,2-ZUIDWIJK,0-ZUIDWIJK,PROFESSOR TELDERSSTRAAT,3132AX,J,Bewolking,m
2012237750-1,4,022,012,ZA,2:20,2:35,SPIJKENISSE,DISTRICT 11,1-SCHIEKAMP/HOOGWERF,3-HOOGWERF-ZUID,2-PC 2,WILLEMSHOEVELAAN,,Bewolking,Bewolking,m
2012237771-1,4,022,012,ZA,4:00,4:15,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,7-7,NIEUWE BINNENWEG,3023EM,Bewolking,J,v
2012237830-1,4,022,012,ZA,6:30,7:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,EENDRACHTSWEG,3012LB,Bewolking,Bewolking,m
2012238147-1,4,022,012,ZA,16:30,16:45,SPIJKENISSE,DISTRICT 11,5-WATERLAND,6-MIDDENGEBIED,5-PC 5,WEZELVEEN,3205ES,Bewolking,J,m
2012238157-1,4,022,012,ZA,16:30,16:40,SPIJKENISSE,DISTRICT 11,5-WATERLAND,6-MIDDENGEBIED,5-PC 5,WEZELVEEN,3205ET,Bewolking,J,m
2012238298-1,4,022,012,ZA,20:25,20:25,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARK (PARK),,Bewolking,J,m
2012238402-1,4,022,012,ZA,21:04,21:04,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,0-0,KARPERSTRAAT,3192ES,Bewolking,J,m
2012238847-1,4,022,012,ZA,13:30,13:30,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,JAN LIGTHARTSTRAAT,3083AM,Bewolking,Bewolking,v
2012242986-1,4,022,012,ZA,17:05,17:15,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,SPINOZAWEG,3076ET,Bewolking,Bewolking,m
2012245120-1,4,022,012,ZA,0:30,0:30,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,3-3,WEMELDINGESTRAAT,3086JV,Bewolking,Bewolking,v
2012251093-1,4,022,012,ZA,14:00,14:00,HELLEVOETSLUIS,DISTRICT 11,5-WIJK 6 / HKS WIJK 5,9-KOOISTEE,2-HOUT HOEFFE,NOORDHOREN,3225BJ,Bewolking,J,v
2012238664-1,5,022,012,ZO,4:18,4:18,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,5-5,SCHIEDAMSEDIJK,,Bewolking,J,m
2012238819-1,5,022,012,ZO,4:00,5:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,COOLSINGEL,3012AG,Bewolking,Bewolking,v
2012239026-1,5,022,012,ZO,18:15,18:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,VUURPLAAT,3071AR,Bewolking,Bewolking,m
2012240870-1,5,022,012,ZO,2:30,2:45,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,2-2,NIEUWE BINNENWEG,3014GB,Bewolking,Bewolking,m
2012251027-1,5,022,012,ZO,2:30,3:00,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,7-7,NIEUWE BINNENWEG,3015BA,Bewolking,Bewolking,m
2012239202-1,6,022,012,MA,0:25,0:25,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,6-6,DORPSSTRAAT,3191VG,Bewolking,Bewolking,m
2012239889-1,6,022,012,MA,14:35,14:35,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,2-2,WESTBLAAK,3012KE,Bewolking,J,v
2012240126-1,6,022,012,MA,15:00,15:10,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,2-2,VERWOLDESTRAAT,3077HR,Bewolking,Bewolking,m
2012241214-1,6,022,012,MA,20:00,20:30,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,1-1,VAN ALPHENSTRAAT,3027RC,Bewolking,Bewolking,m
2012241570-1,6,022,012,MA,7:30,7:45,VLAARDINGEN,DISTRICT 1,1-WIJK 1,3-INDISCHE BUURT,0-INDISCHE BUURT,BILLITONLAAN,,Bewolking,Bewolking,v
2012243266-1,6,022,012,MA,20:15,20:30,SPIJKENISSE,DISTRICT 11,6-DE HOEK,3-DE HOEK 4,1-PC 1,KOLIBRIHOEK,3201PE,Bewolking,J,m
2012243939-1,6,022,012,MA,15:25,15:50,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,COOLSINGEL,,Bewolking,Bewolking,v
2012244035-1,6,022,012,MA,7:30,7:30,SPIJKENISSE,DISTRICT 11,0-CENTRUM,5-CENTRUM-ZUID,1-PC 1,SCHEPENPAD,,Bewolking,Bewolking,v
2012259830-1,6,022,012,MA,14:20,14:25,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,ZOMERHOFSTRAAT,3032CL,Bewolking,Bewolking,v
2012240290-1,7,022,012,DI,4:00,4:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,KRUISKADE,,Bewolking,J,m
2012240371-1,7,022,012,DI,4:00,4:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,LIJNBAAN,,Bewolking,Bewolking,m
2012241097-1,7,022,012,DI,0:25,0:30,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,GERDESIAWEG,,Bewolking,Bewolking,v
2012241304-1,7,022,012,DI,18:15,18:15,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,0-0,BARBEELSINGEL,3192BA,Bewolking,Bewolking,v
2012248713-1,7,022,012,DI,12:15,12:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,KREILEROORD,3079NB,Bewolking,Bewolking,v
2012290728-1,7,022,012,DI,15:00,15:30,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,5-5,LOKKERTSEMOLENWEG,3194WC,Bewolking,Bewolking,m
2012242076-1,8,022,012,WO,13:30,13:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,7-7,STROVEER,,Bewolking,Bewolking,m
2012242262-1,8,022,012,WO,15:45,15:45,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,KORENDIJK,3079PW,Bewolking,Bewolking,m
2012258915-1,8,022,012,WO,17:00,17:05,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,BRUSSESTRAAT,3031SL,Bewolking,Bewolking,v
2012242588-1,9,022,012,DO,2:50,2:50,SPIJKENISSE,DISTRICT 11,0-CENTRUM,5-CENTRUM-ZUID,1-PC 1,NIEUWSTRAAT,3201EG,Bewolking,J,m
2012243320-1,9,022,012,DO,16:51,16:51,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,9-9,GEITENKAMP,3075VD,Bewolking,Bewolking,v
2012243366-1,9,022,012,DO,19:03,19:03,ROTTERDAM,DISTRICT 9,8-Aug,5-KATENDRECHT,0-0,VAN LANGENDONCKSTRAAT,,Bewolking,D,v
2012243426-1,9,022,012,DO,19:21,19:21,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,IMMANUEL KANTSTRAAT,3076DK,Bewolking,Bewolking,v
2012243472-1,9,022,012,DO,20:30,20:35,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,4-4,THOMAS MANNPLAATS,3069NE,Bewolking,Bewolking,m
2012243846-1,9,022,012,DO,13:45,13:45,BERKEL EN RODENRIJS,DISTRICT 5,5-RODENRIJS (NIEUW),3-BLOEMENBUURT,5-3,ANJERDREEF,2651XT,Bewolking,Bewolking,m
2012246973-1,9,022,012,DO,20:30,20:33,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,RIDDERSTRAAT,3131VD,Bewolking,Bewolking,m
2012247379-1,9,022,012,DO,20:25,20:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,4-4,1E MIDDELLANDSTRAAT,3014BD,Bewolking,Bewolking,v
2012254158-1,9,022,012,DO,16:30,16:35,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,6-6,'S-GRAVENDIJKWAL,3015CE,Bewolking,Bewolking,v
2012243597-1,10,02,2012,VR,0:37,0:37,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,3-3,SINT-ANNALANDSTRAAT,3086TA,Bewolking,Bewolking,m
2012244064-1,10,02,2012,VR,14:20,14:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,1-1,WEST-KRUISKADE,3014AK,Bewolking,Bewolking,v
2012244067-1,10,02,2012,VR,14:25,14:25,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,3-3,PRINSENPLEIN,,Bewolking,J,m
2012244228-1,10,02,2012,VR,16:25,16:30,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,BURG HONNERLAGE GRETELN,3119BC,Bewolking,Bewolking,v
2012244239-1,10,02,2012,VR,16:15,16:15,BERGSCHENHOEK,DISTRICT 5,0-BERGSCHENHOEK (BUITENGE,2-SCHIEBROEKSEPOLDER,0-2,SCHIEBROEKSEWEG,2661AD,Bewolking,J,m
2012244381-1,10,02,2012,VR,18:00,18:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,8-8,KERSTENDIJK,3079EW,Bewolking,J,m
2012244384-1,10,02,2012,VR,19:50,19:50,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,VICTOR HUGOWEG,3076,Bewolking,Bewolking,v
2012244434-1,10,02,2012,VR,21:30,21:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,0-0,SCHOUWBURGPLEIN,,Bewolking,Bewolking,v
2012244529-1,10,02,2012,VR,18:30,18:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,HEINDIJK,3079PM,J,J,m
2012248156-1,10,02,2012,VR,19:00,19:00,ROTTERDAM,DISTRICT 9,8-Aug,3-OUD IJSSELMONDE,4-4,SOLINGSTRAAT,3077ZG,Bewolking,Bewolking,v
2012248252-1,10,02,2012,VR,14:45,15:00,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,2-2,1E JERICHOSTRAAT,3061GK,Bewolking,Bewolking,m
2012255210-1,10,02,2012,VR,18:15,18:30,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,1-1,RAMLEHWEG,3061JW,Bewolking,Bewolking,v
2012259172-1,10,02,2012,VR,0:30,0:30,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,2-ZUID,0-ZUID,NOLDIJK,2991VM,J,Bewolking,m
