ID,Dag,Maand,Jaar,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2012483164-1,24,09,2012,MA,14:45,14:45,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,SMEETSLANDSEDIJK,3076DV,Bewolking,Bewolking,m
2012483226-1,24,09,2012,MA,15:00,15:00,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,4-4,MOLENVLIET,3076CM,J,Bewolking,m
2012484291-1,24,09,2012,MA,22:00,22:15,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,1-TUINDORP/KETHEL-1,PRINSES BEATRIXPARK,3121KJ,Bewolking,Bewolking,v
2012499029-1,24,09,2012,MA,22:50,23:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,5-HORDIJKER,GROENINX VAN ZOELENLAAN,3078AW,Bewolking,Bewolking,m
2012484413-1,25,09,2012,DI,16:10,16:10,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,4-4,LANGE HILLEWEG,3073BL,Bewolking,Bewolking,v
2012484484-1,25,09,2012,DI,17:07,17:07,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,2-2,ZAAGMOLENSTRAAT,3036HN,Bewolking,Bewolking,v
2012485048-1,26,09,2012,WO,10:00,10:05,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,4-4,MARINIERSHOF,3011NA,Bewolking,Bewolking,v
2012485532-1,26,09,2012,WO,16:15,16:20,SCHIEDAM,DISTRICT 2,6-ZUID D,1-OOST,4-OOST-4,PROF KAMERLINGH ONNESLN,3112VG,Bewolking,J,v
2012485538-1,26,09,2012,WO,16:26,16:26,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,0-0,SPARTASTRAAT,3027ER,Bewolking,Bewolking,v
2012485539-1,26,09,2012,WO,13:31,13:45,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AL,Bewolking,J,m
2012485759-1,26,09,2012,WO,23:30,23:30,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AL,Bewolking,Bewolking,v
2012487782-2,26,09,2012,WO,0:15,0:25,SPIJKENISSE,DISTRICT 11,3-STERRENKWARTIER,4-STERRENKWARTIER-ZUID,4-PC 4,HEEMRAADLAAN,3204CV,Bewolking,Bewolking,m
2012488217-1,26,09,2012,WO,13:00,13:30,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,LOCOMOTIEFSTRAAT,3071ZD,Bewolking,Bewolking,m
2012489349-1,26,09,2012,WO,13:00,13:30,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,LOCOMOTIEFSTRAAT,3071ZD,Bewolking,Bewolking,m
2012490451-1,26,09,2012,WO,13:15,13:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AL,Bewolking,J,m
2012487027-1,28,09,2012,VR,6:45,6:45,ROTTERDAM,DISTRICT 3,1-Jan,9-DIJKZIGT,4-4,COOLHAVEN,,Bewolking,J,m
2012487322-1,28,09,2012,VR,12:52,12:52,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,0-0,SCHULPWEG,3084NH,J,Bewolking,m
2012487516-1,28,09,2012,VR,16:15,16:15,VLAARDINGEN,DISTRICT 1,4-WIJK 4,1-OOSTWIJK,0-OOSTWIJK,KONINGSTRAAT,3134EH,Bewolking,Bewolking,v
2012487630-1,28,09,2012,VR,18:30,18:30,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,4-4,SLAGHEKSTRAAT,,Bewolking,J,v
2012488050-1,28,09,2012,VR,22:45,23:00,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,2-ZUID,0-ZUID,MIDDELDIJK,,Bewolking,Bewolking,m
2012498054-1,28,09,2012,VR,23:40,23:55,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,2-2,P.C.HOOFTPLEIN,3027AW,Bewolking,Bewolking,m
2012487975-1,29,09,2012,ZA,0:17,0:17,POORTUGAAL,DISTRICT 10,4-PLAN LANDWEG,0-LANDWEG,0-LANDWEG,LANDJONKER,3171HE,Bewolking,Bewolking,m
2012488337-1,29,09,2012,ZA,12:45,12:45,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,AFRIKAANDERPLEIN,3072EC,Bewolking,J,m
2012488831-1,29,09,2012,ZA,22:21,22:21,ROTTERDAM,DISTRICT 3,5-May,6-OVERSCHIE,6-6,WILLEM HEDAWEG,,Bewolking,Bewolking,v
2012488981-1,29,09,2012,ZA,22:30,22:55,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,2-2,TEILINGERSTRAAT,3032AW,Bewolking,Bewolking,m
2012489341-1,29,09,2012,ZA,16:15,16:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,7-MIDDELWATERING WEST,0-RONDELEN,0-RONDELEN,REVIUSRONDEEL,2902EK,Bewolking,Bewolking,m
2012490268-1,29,09,2012,ZA,0:20,0:20,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,,Bewolking,Bewolking,v
2012491035-1,29,09,2012,ZA,2:45,3:15,SCHIEDAM,DISTRICT 2,4-ZUID B,2-CENTRUM-ZUID,3-CENTRUM-3,TUINLAAN,,Bewolking,Bewolking,v
2012503435-1,29,09,2012,ZA,21:45,21:45,ROTTERDAM,DISTRICT 6,4-Apr,8-PRINSENLAND,1-1,PRINSENPARK,3066,Bewolking,Bewolking,m
2012488105-1,1,102,012,MA,3:59,3:59,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,0-0,MATHENESSERDIJK,3027BG,Bewolking,J,m
2012565385-1,3,112,012,ZA,3:00,3:15,BARENDRECHT,DISTRICT 10,3-BUITEN BEBOUWDE KOM,2-ZUID,0-ZUID,PORTLANDSE BAAN,2993SB,Bewolking,Bewolking,m
2012489261-1,30,09,2012,ZO,1:00,1:30,VLAARDINGEN,DISTRICT 1,3-WIJK 3,2-DELTAGEBIED,0-DELTAGEBIED,WESTHAVENKADE,3131AG,Bewolking,Bewolking,m
2012489301-1,30,09,2012,ZO,12:39,14:00,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,VARNASINGEL,3067EZ,Bewolking,Bewolking,v
2012489526-1,30,09,2012,ZO,18:00,18:00,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,5-5,DUMASSTRAAT,3076HL,Bewolking,Bewolking,m
2012489550-1,30,09,2012,ZO,19:38,19:38,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,PAUL KRUGERSTRAAT,,Bewolking,Bewolking,m
2012489623-1,30,09,2012,ZO,21:15,21:15,ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,2-2,WILHELM TELLPLAATS,3194HS,Bewolking,Bewolking,m
2012489718-5,30,09,2012,ZO,22:30,22:45,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,9-9,SIMONE DE BEAUVOIRSTRAAT,3076JC,Bewolking,Bewolking,v
2012490983-1,30,09,2012,ZO,2:30,2:30,ROTTERDAM,DISTRICT 6,6-Jun,8-Aug,0-0,LN VAN MAGISCH REALISME,,Bewolking,Bewolking,m
2012491101-1,30,09,2012,ZO,2:30,3:00,ROTTERDAM,DISTRICT 6,6-Jun,8-Aug,0-0,LN VAN MAGISCH REALISME,3059WB,J,Bewolking,m
2012492917-1,30,09,2012,ZO,20:15,20:15,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,KROMME ELLEBOOG,3012VM,Bewolking,Bewolking,v
2012490141-1,1,102,012,MA,10:30,10:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,4-4,KLEIN NIEUWLAND,3078,Bewolking,J,m
2012493541-1,1,102,012,MA,23:00,23:45,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,EENDRACHTSSTRAAT,3012XH,Bewolking,Bewolking,m
2012494892-1,1,102,012,MA,23:45,23:50,ROTTERDAM,DISTRICT 5,6-Jun,1-HILLEGERSBERG ZUID,4-4,STRAATWEG,3051BE,Bewolking,Bewolking,m
2012497306-1,1,102,012,MA,8:30,8:45,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,4-4,RIEDERLAAN,3074CA,Bewolking,Bewolking,v
2012491829-1,2,102,012,DI,16:05,16:05,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,1-1,BANIERSTRAAT,,Bewolking,J,m
2012497761-1,2,102,012,DI,20:40,20:40,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,3-3,STADHOUDERSPLEIN,3039ER,Bewolking,Bewolking,v
2012492137-1,3,102,012,WO,0:35,0:39,ROTTERDAM,DISTRICT 5,3-Mar,4-LISKWARTIER,5-5,ZESTIENHOVENSTRAAT,3037XP,Bewolking,Bewolking,m
2012492804-1,3,102,012,WO,13:30,14:30,HELLEVOETSLUIS,DISTRICT 11,6-WIJK 5 / HKS WIJK 6,8-STRUYTEN,3-TRAMHAVEN,STRUYTSE HOECK,,Bewolking,Bewolking,v
2012493310-1,3,102,012,WO,21:45,21:45,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,6-6,HILLEDIJK,3072RK,Bewolking,Bewolking,m
2012494249-1,3,102,012,WO,21:45,21:45,VLAARDINGEN,DISTRICT 1,1-WIJK 1,3-INDISCHE BUURT,0-INDISCHE BUURT,BROEKKADE,,Bewolking,Bewolking,m
2012502117-1,3,102,012,WO,20:15,20:20,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AH,Bewolking,Bewolking,v
2012525465-1,3,102,012,WO,14:45,15:00,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,2-2,ZUIDHOEK,3082PB,Bewolking,Bewolking,m
2012494234-1,4,102,012,DO,15:30,15:45,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,2-CENTRUM,1-DRIEHOEK,MR. LOHMANSTRAAT,,Bewolking,J,m
2012494501-1,5,102,012,VR,0:30,0:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,6-6,EENDRACHTSWEG,,Bewolking,J,m
2012495724-1,5,102,012,VR,21:30,22:00,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,5-AKKERS-CENTRUM,6-PC 6,ZOMERAKKER,3206TH,Bewolking,Bewolking,m
2012499555-1,5,102,012,VR,12:00,12:15,ROTTERDAM,DISTRICT 5,1-Jan,6-PROVENIERSWIJK,0-0,SPOORSINGEL,3033GE,Bewolking,Bewolking,v
2012502139-1,5,102,012,VR,23:00,23:15,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,KIERKEGAARDSTRAAT,3076RH,Bewolking,Bewolking,m
2012495914-1,6,102,012,ZA,10:30,10:30,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,3-3,BINNENROTTE,3011HC,Bewolking,Bewolking,v
2012496326-1,6,102,012,ZA,18:30,18:45,ROTTERDAM,DISTRICT 3,5-May,1-KLEINPOLDER,3-3,LEMKENSSTRAAT,,Bewolking,Bewolking,m
2012496408-1,6,102,012,ZA,20:30,21:00,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,1-COMPONISTENBUURT,HAYDNSTRAAT,2901HK,Bewolking,J,m
2012512091-1,6,102,012,ZA,14:45,15:00,SOMMELSDIJK,DISTRICT 11,2-SOMMELSDIJK BINNEN,3-SOMMELSDIJK BINNEN,1-SOMMELSDIJK BINNEN,DORPSWEG,3245VC,Bewolking,Bewolking,v
2012497386-1,7,102,012,ZO,19:51,19:51,ROTTERDAM,DISTRICT 5,3-Mar,1-BERGPOLDER,1-1,NOORDERHAVENKADE,3038XN,Bewolking,Bewolking,v
2012497441-1,7,102,012,ZO,21:50,22:00,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,VUURPLAAT,,Bewolking,Bewolking,v
2012497443-1,7,102,012,ZO,21:40,22:10,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,0-0,KRUISPLEIN,,Bewolking,J,m
2012499008-1,7,102,012,ZO,18:30,18:30,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,1-COMPONISTENBUURT,VIVALDISTRAAT,,Bewolking,J,v
2012503169-1,7,102,012,ZO,22:10,22:30,ROTTERDAM,DISTRICT 9,8-Aug,5-KATENDRECHT,1-1,MAASHAVEN N.Z.,,Bewolking,Bewolking,v
2012503392-1,7,102,012,ZO,6:30,6:30,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,SLINGE,3086EZ,Bewolking,Bewolking,v
2012541142-1,7,102,012,ZO,5:00,5:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,WEENA-ZUID,3012NH,Bewolking,Bewolking,m
2012498340-1,8,102,012,MA,15:30,15:30,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,7-7,WALENBURGERWEG,3039AJ,Bewolking,Bewolking,v
2012498460-1,8,102,012,MA,18:30,19:00,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,2-CENTRUM,0-CENTRUM,MIDDENBAAN,2991CS,Bewolking,J,m
2012498573-1,8,102,012,MA,19:04,19:04,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,1-1,WOLPHAERTSBOCHT,3081KV,Bewolking,Bewolking,v
2012498685-1,9,102,012,DI,0:00,0:00,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,4-4,KEES VAN DONGENHOF,3024NG,Bewolking,Bewolking,m
2012498930-1,9,102,012,DI,8:15,8:20,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,WEENA,3012CN,Bewolking,Bewolking,m
2012499471-1,9,102,012,DI,14:45,15:00,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,2-2,RAAMPOORTSTRAAT,3032AH,Bewolking,Bewolking,v
2012499546-1,9,102,012,DI,15:45,15:45,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,CONDUCTEURHOF,3071ZK,Bewolking,Bewolking,v
2012499964-1,9,102,012,DI,21:15,21:15,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,3-3,VAN DER MEYDESTRAAT,3039TG,Bewolking,Bewolking,v
2012500971-1,9,102,012,DI,16:00,17:00,ROTTERDAM,DISTRICT 6,4-Apr,4-'S GRAVENLAND,4-4,'S-GRAVENWEG,3065SJ,Bewolking,Bewolking,v
2012500467-1,10,10,2012,WO,11:15,11:15,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,0-0,VALKENIERSWEG,3075AZ,Bewolking,Bewolking,m
2012503891-1,10,10,2012,WO,13:30,13:45,ROTTERDAM,DISTRICT 5,1-Jan,6-PROVENIERSWIJK,0-0,STATIONSSINGEL,3033HC,Bewolking,Bewolking,v
2012501029-1,10,10,2012,WO,15:00,16:15,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,3-DONKEN,6-PC 6,ALSEMDONK,3206BB,Bewolking,J,v
2012502644-1,11,10,2012,DO,19:50,20:00,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,3-3,VON OSSIETZKYPAD,,Bewolking,Bewolking,v
2012504895-1,11,10,2012,DO,14:00,14:30,SCHIEDAM,DISTRICT 2,3-ZUID A,6-NIEUWLAND-WEST,2-NIEUWLAND-2,VAN HOGENDORPSTRAAT,,Bewolking,Bewolking,m
2012509077-1,11,10,2012,DO,2:00,2:00,ROTTERDAM,DISTRICT 3,2-Feb,1-BOSPOLDER,3-3,VOORHAVEN,3025HC,Bewolking,Bewolking,m
2012503206-1,12,10,2012,VR,14:00,14:00,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,1-1,SMEETSLANDSEDIJK,3076DV,J,Bewolking,m
2012506744-1,12,10,2012,VR,19:00,19:00,CAPELLE AAN DEN IJSSEL,DISTRICT 6,4-RIVIUM,3-RIVIUM ZUID,0-RIOOLWATERZUIVERING,FLATUSSTRAAT,2909TH,Bewolking,Bewolking,v
2012503812-1,13,10,2012,ZA,3:46,3:46,ROTTERDAM,DISTRICT 5,3-Mar,1-BERGPOLDER,4-4,BERGWEG,3038AA,Bewolking,Bewolking,m
2012504551-1,13,10,2012,ZA,21:45,21:45,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,GROTE HAGEN,3078AE,Bewolking,Bewolking,m
2012504557-1,13,10,2012,ZA,22:15,22:15,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,3-3,PRETORIALAAN,3072EG,Bewolking,Bewolking,m
2012505362-1,13,10,2012,ZA,21:15,21:15,ROTTERDAM,DISTRICT 3,5-May,1-KLEINPOLDER,3-3,VAN DER SASSTRAAT,3042NM,Bewolking,Bewolking,v
2012506009-1,13,10,2012,ZA,4:00,4:15,CAPELLE AAN DEN IJSSEL,DISTRICT 6,5-CAPELLE WEST,0-S-GRAVENLAND OOST,2-'S-GRAVENLAND BOUWTERRE,ALGERAWEG,,Bewolking,Bewolking,v
2012510468-1,13,10,2012,ZA,19:30,20:00,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,4-4,BAS JUNGERIUSSTRAAT,3081VA,Bewolking,Bewolking,v
2012505110-1,14,10,2012,ZO,17:05,17:05,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,8-8,WALENBURGERWEG,3039AC,Bewolking,Bewolking,v
2012505161-1,14,10,2012,ZO,17:55,17:55,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARK (PARK),,Bewolking,Bewolking,v
2012508180-1,14,10,2012,ZO,22:00,22:00,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,3-3,BRIANDPLAATS,3068JJ,J,Bewolking,m
2012508336-1,14,10,2012,ZO,1:00,1:30,SPIJKENISSE,DISTRICT 11,0-CENTRUM,0-KERN,1-PC 1,VOORSTRAAT,3201BB,Bewolking,Bewolking,v
2012505394-1,15,10,2012,MA,2:25,2:25,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,SCHILDERSTRAAT,3011ES,Bewolking,Bewolking,v
2012511444-1,15,10,2012,MA,18:30,18:30,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,8-8,LANGE HILLEWEG,,Bewolking,Bewolking,v
2012507675-2,16,10,2012,DI,21:45,21:45,VLAARDINGEN,DISTRICT 1,6-WIJK 6,1-GOUDKUST,0-GOUDKUST,EUROPABOULEVARD,,Bewolking,Bewolking,m
2012508167-1,16,10,2012,DI,0:00,0:10,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,1-TUINDORP/KETHEL-1,PRINSES BEATRIXPARK,3121KJ,Bewolking,Bewolking,m
2012511104-1,16,10,2012,DI,17:45,18:00,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,0-0,NOORDWELLESTRAAT,3086HR,Bewolking,Bewolking,m
2012508424-1,17,10,2012,WO,17:00,17:00,SCHIEDAM,DISTRICT 2,2-NOORD B,9-WOUDHOEK/PLEINEN,2-WOUDHOEK-2,ZOOMWEG,3123EP,Bewolking,Bewolking,m
2012508429-1,17,10,2012,WO,17:15,17:15,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,2-2,ZUIDERPARKWEG,,Bewolking,J,m
2012508585-1,17,10,2012,WO,18:30,18:30,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,VALENCIADREEF,3067WL,Bewolking,Bewolking,m
2012508754-1,17,10,2012,WO,22:30,22:45,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,3-TUINDORP/KETHEL-3,MOZARTLAAN,,Bewolking,Bewolking,v
2012510229-1,17,10,2012,WO,14:00,14:15,ROTTERDAM,DISTRICT 9,8-Aug,8-NOORDER EILAND,2-2,MAASKADE,,Bewolking,Bewolking,m
2012518503-1,17,10,2012,WO,18:00,18:30,ROTTERDAM,DISTRICT 5,1-Jan,6-PROVENIERSWIJK,0-0,STATIONSSINGEL,,Bewolking,Bewolking,v
2012509662-1,18,10,2012,DO,19:30,20:00,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,5-5,RIEBEEKSTRAAT,3072VT,Bewolking,Bewolking,m
2012509769-1,18,10,2012,DO,21:56,21:56,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,0-0,TEILINGERSTRAAT,3032AN,Bewolking,Bewolking,m
2012517637-1,18,10,2012,DO,14:00,14:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,7-7,REYERDIJK,3079ND,Bewolking,Bewolking,v
2012519459-1,18,10,2012,DO,14:50,14:50,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,5-5,WULPSTRAAT,3082MJ,Bewolking,Bewolking,m
2012510783-1,19,10,2012,VR,20:45,20:45,SPIJKENISSE,DISTRICT 11,3-STERRENKWARTIER,2-STERRENKWARTIER-OOST,4-PC 4,MERCURIUSSTRAAT,3204BM,Bewolking,Bewolking,m
2012512677-1,19,10,2012,VR,10:15,10:15,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,0-0,PRINS ALEXANDERLAAN,3067GB,Bewolking,Bewolking,m
2012513716-1,19,10,2012,VR,20:20,20:20,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,4-4,2E BALSEMIENSTRAAT,,Bewolking,Bewolking,v
2012514476-1,19,10,2012,VR,1:00,1:00,ROTTERDAM,DISTRICT 9,8-Aug,8-NOORDER EILAND,1-1,MAASKADE,3071NE,Bewolking,Bewolking,v
2012510980-1,20,10,2012,ZA,3:45,3:45,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,WESTBLAAK,3012KM,Bewolking,J,v
2012511624-1,20,10,2012,ZA,20:50,21:00,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,0-CENTRUM-CENTRAAL,LOMBARDSTEEG,,Bewolking,Bewolking,m
2012514504-1,20,10,2012,ZA,14:00,14:30,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,4-4,PAUL KRUGERSTRAAT,3072GS,Bewolking,Bewolking,v
2012514107-1,20,10,2012,ZA,2:30,2:35,ROTTERDAM,DISTRICT 5,6-Jun,2-HILLEGERSBERG NOORD,4-4,RINGDIJK,3052KT,J,Bewolking,m
2012515061-1,20,10,2012,ZA,3:30,3:45,VLAARDINGEN,DISTRICT 1,5-WIJK 5,1-BABBERSPOLDER 1,0-BABBERSPOLDER 1,VAN MAANENSTRAAT,3135RV,J,Bewolking,m
2012545002-1,20,10,2012,ZA,23:00,23:15,ROTTERDAM,DISTRICT 9,8-Aug,1-BLOEMHOF,8-8,LANGE HILLEWEG,,Bewolking,Bewolking,v
2012517616-1,21,10,2012,ZO,1:00,2:00,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,5-5,VOLMARIJNSTRAAT,3021XT,Bewolking,Bewolking,m
2012513581-1,22,10,2012,MA,22:35,22:45,SCHIEDAM,DISTRICT 2,2-NOORD B,9-WOUDHOEK/PLEINEN,3-WOUDHOEK-3,ALETTA JACOBSSTRAAT,3123SC,Bewolking,Bewolking,m
2012517394-1,22,10,2012,MA,22:30,22:30,SCHIEDAM,DISTRICT 2,2-NOORD B,9-WOUDHOEK/PLEINEN,3-WOUDHOEK-3,ALETTA JACOBSSTRAAT,3123SE,Bewolking,Bewolking,m
2012519495-1,22,10,2012,MA,18:00,18:15,ROTTERDAM,DISTRICT 3,2-Feb,1-BOSPOLDER,0-0,SCHIEDAMSEWEG,3025AT,Bewolking,Bewolking,m
2012514180-1,23,10,2012,DI,14:25,14:25,VLAARDINGEN,DISTRICT 1,5-WIJK 5,3-VLAARDINGER-AMBACHT,0-VLAARDINGER-AMBACHT,EMMAKADE,3135JD,Bewolking,J,m
2012514451-1,23,10,2012,DI,15:00,15:00,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,8-8,KERSTENDIJK,3079EW,Bewolking,Bewolking,m
2012514677-1,23,10,2012,DI,19:30,19:30,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,1-1,SCHINNENBAAN,,J,Bewolking,m
2012514944-1,23,10,2012,DI,19:45,20:15,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,1-1,SCHINNENBAAN,,Bewolking,Bewolking,m
2012515556-1,23,10,2012,DI,15:00,15:00,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,MOTORSTRAAT,3083AP,Bewolking,Bewolking,v
2012515335-1,23,10,2012,DI,18:15,18:30,ROTTERDAM,DISTRICT 3,2-Feb,9-SCHIEMOND,0-0,MAYFLOWERSTRAAT,3029CC,Bewolking,Bewolking,m
2012515583-1,24,10,2012,WO,17:40,17:50,SPIJKENISSE,DISTRICT 11,7-AKKERS/VRIESL./VOGELENZ,6-VRIESLAND,6-PC 6,SCHADUWGRAS,,Bewolking,Bewolking,m
2012514865-1,24,10,2012,WO,6:15,6:15,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,EENDRACHTSWEG,3012LB,Bewolking,Bewolking,m
2012520474-1,24,10,2012,WO,16:00,16:00,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,6-6,BLAAK,,Bewolking,Bewolking,m
2012516518-1,25,10,2012,DO,13:30,14:00,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,KATENDRECHTSE LAGEDIJK,3081ZA,Bewolking,Bewolking,v
2012516964-1,25,10,2012,DO,20:08,20:08,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,7-NIEUWELAND,7-NIEUWELAND-NOORD,SERENADELAAN,,J,J,m
2012517049-1,25,10,2012,DO,23:00,23:15,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,3-3,NOORDERHAVENKADE,3039RS,Bewolking,Bewolking,v
2012517274-1,26,10,2012,VR,8:15,8:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,ROSESTRAAT,3071AL,Bewolking,Bewolking,m
2012518177-1,26,10,2012,VR,23:15,23:35,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,WITTE DE WITHSTRAAT,3012BN,Bewolking,Bewolking,v
2012518340-1,27,10,2012,ZA,5:00,6:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,4-4,WITTE DE WITHSTRAAT,3012BN,Bewolking,J,m
2012519041-1,27,10,2012,ZA,6:45,7:00,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,POMPENBURG,3011AX,J,Bewolking,v
2012520565-1,27,10,2012,ZA,23:00,23:00,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,6-NIEUWLAND-6,'S-GRAVELANDSEWEG,3119NK,Bewolking,Bewolking,m
